宦豎	x w ä n ʂ u
宦途	x w ä n tʰ u
宦遊	x w ä n j o ʊ̯
宧	i
宨	tʰ j ɑ ʊ̯
宬	ʈ ʂʰ ɤ ŋ
宭	t ɕʰ y n
宮	k ʊ ŋ
宮中	k ʊ ŋ ʈ ʂ ʊ ŋ
宮人	k ʊ ŋ ʐ ə n
宮保	k ʊ ŋ p ɑ ʊ̯
宮保雞丁	k ʊ ŋ p ɑ ʊ̯ t ɕ i t i ɤ̯̃ ɻ
宮刑	k ʊ ŋ ɕ i ŋ
宮古	k ʊ ŋ k u
宮古島	k ʊ ŋ k u t ɑ ʊ̯
宮城	k ʊ ŋ ʈ ʂʰ ɤ ŋ
宮外孕	k ʊ ŋ w a ɪ̯ y n
宮女	k ʊ ŋ n y ə̯ ɻ
宮妃	k ʊ ŋ f e ɪ̯
宮嬪	k ʊ ŋ pʰ i n
宮室	k ʊ ŋ ʂ ʐ̩
宮崎	k ʊ ŋ t ɕʰ i
宮府	k ʊ ŋ f u
宮廷	k ʊ ŋ tʰ i ŋ
宮掖	k ʊ ŋ j ɛ
宮東	k ʊ ŋ t ʊ ŋ
宮樣	k ʊ ŋ j ɑ ŋ
宮殿	k ʊ ŋ t j ɛ n
宮津	k ʊ ŋ t ɕ i n
宮爆雞丁	k ʊ ŋ p ɑ ʊ̯ t ɕ i t i ɤ̯̃ ɻ
宮禁	k ʊ ŋ t ɕ i n
宮腔	k ʊ ŋ t ɕʰ j ɑ ŋ
宮腔鏡	k ʊ ŋ t ɕʰ j ɑ ŋ t ɕ i ŋ
宮若	k ʊ ŋ ʐ w ɔ
宮西	k ʊ ŋ ɕ i
宮闈	k ʊ ŋ w e ɪ̯
宮闕	k ʊ ŋ t ɕʰ ɥ ɛ
宮院	k ʊ ŋ ɥ ɛ n
宮頸	k ʊ ŋ t ɕ i ŋ
宮頸刮片	k ʊ ŋ t ɕ i ŋ k w ä pʰ j ɛ n
宮頸塗片	k ʊ ŋ t ɕ i ŋ tʰ u pʰ j ɛ n
宮頸癌	k ʊ ŋ t ɕ i ŋˀ a ɪ̯
宮頸糜爛	k ʊ ŋ t ɕ i ŋ m i l ä n
宮鬥	k ʊ ŋ t o ʊ̯
宮鬥劇	k ʊ ŋ t o ʊ̯ t ɕ y
宯	ɕ j ɑ ʊ̯
宰	t s a ɪ̯
宰制	t s a ɪ̯ ʈ ʂ ʐ̩
宰割	t s a ɪ̯ k ɤ
宰殺	t s a ɪ̯ ʂ ä
宰父	t s a ɪ̯ f u
宰相	t s a ɪ̯ ɕ j ɑ ŋ
宰衡	t s a ɪ̯ x ɤ ŋ
害	x ɤ
害人	x a ɪ̯ ʐ ə n
害人不淺	x a ɪ̯ ʐ ə n p u t ɕʰ j ɛ n
害喜	x a ɪ̯ ɕ i
害己	x a ɪ̯ t ɕ i
害心	x a ɪ̯ ɕ i n
害怕	x ɛ pʰ a
害死	x a ɪ̯ s z̩
害民	x a ɪ̯ m i n
害獸	x a ɪ̯ ʂ o ʊ̯
害病	x a ɪ̯ p i ŋ
害羞	x a ɪ̯ ɕ j o ʊ̯
害群之馬	x a ɪ̯ t ɕʰ y n ʈ ʂ ʐ̩ m ä
害臊	x a ɪ̯ s ɑ ʊ̯
害處	x a ɪ̯ ʈ ʂʰ u
害蟲	x a ɪ̯ ʈ ʂʰ ʊ ŋ
害鳥	x a ɪ̯ n j ɑ ʊ̯
宴	j ɛ n
宴客	j ɛ n kʰ ɤ
宴室	j ɛ n ʂ ʐ̩
宴席	j ɛ n ɕ i
宴會	j ɛ n x w e ɪ̯
宴樂	j ɛ n ɥ ɛ
宴請	j ɛ n t ɕʰ i ŋ
宵	ɕ j ɑ ʊ̯
宵人	ɕ j ɑ ʊ̯ ʐ ə n
宵夜	ɕ j ɑ ʊ̯ j ɛ
宵夜文	ɕ j ɑ ʊ̯ j ɛ w ə n
宵小	ɕ j ɑ ʊ̯ ɕ j ɑ ʊ̯
宵禁	ɕ j ɑ ʊ̯ t ɕ i n
宵衣旰食	ɕ j ɑ ʊ̯ i k ä n ʂ ʐ̩
家	t ɕ j ä
家丁	t ɕ j ä t i ŋ
家下	t ɕ j ä ɕ j ä
家世	t ɕ j ä ʂ ʐ̩
家中	t ɕ j ä ʈ ʂ ʊ ŋ
家主	t ɕ j ä ʈ ʂ u
家亂	t ɕ j ä l w ä n
家事	t ɕ j ä ʂ ʐ̩
家事法庭	t ɕ j ä ʂ ʐ̩ f ä tʰ i ŋ
家人	t ɕ j ä ʐ ə n
家什	t ɕ j ä ʂ ʐ̩
家伎	t ɕ j ä t ɕ i
家伙	t ɕ j ä x w ɔ
家信	t ɕ j ä ɕ i n
家傳	t ɕ j ä ʈ ʂʰ w ä n
家傳戶曉	t ɕ j ä ʈ ʂʰ w ä n x u ɕ j ɑ ʊ̯
家僕	t ɕ j ä pʰ u
家僮	t ɕ j ä tʰ ʊ̃ ɻ
家八哥	t ɕ j ä p ä k ɤ
家公	t ɕ j ä k ʊ ŋ
家具	t ɕ j ä t ɕ y
家務	t ɕ j ä u
家務勞動	t ɕ j ä u l ɑ ʊ̯ t ʊ ŋ
家勢	t ɕ j ä ʂ ʐ̩
家口	t ɕ j ä kʰ o ʊ̯
家史	t ɕ j ä ʂ ʐ̩
家君	t ɕ j ä t ɕ y n
家和萬事興	t ɕ j ä x ɤ w ä n ʂ ʐ̩ ɕ i ŋ
家喻戶曉	t ɕ j ä y x u ɕ j ɑ ʊ̯
家嚴	t ɕ j ä j ɛ n
家園	t ɕ j ä ɥ ɛ n
家境	t ɕ j ä t ɕ i ŋ
家奴	t ɕ j ä n u
家姐	t ɕ j ä t ɕ j ɛ
家婆	t ɕ j ä pʰ w ɔ
家子	t ɕ j ä d z̥ z̩
家室	t ɕ j ä ʂ ʐ̩
家宴	t ɕ j ä j ɛ n
家家	t ɕ j ä t ɕ j ä
家家戶戶	t ɕ j ä t ɕ j ä x u x u
家家有本難念的經	t ɕ j ä t ɕ j ä j o ʊ̯ p ə n n ä n n j ɛ n d̥ ə t ɕ i ŋ
家家酒	t ɕ j ä t ɕ j ä t ɕ j o ʊ̯
家將	t ɕ j ä t ɕ j ɑ ŋ
家小	t ɕ j ä ɕ j ɑ ʊ̯
家居	t ɕ j ä t ɕ y
家屋	t ɕ j ä u
家屬	t ɕ j ä ʂ u
家常	t ɕ j ä ʈ ʂʰ ɑ̃ ɻ
家常便飯	t ɕ j ä ʈ ʂʰ ɑ ŋ p j ɛ n f ä n
家常菜	t ɕ j ä ʈ ʂʰ ɑ ŋ t sʰ a ɪ̯
家常飯	t ɕ j ä ʈ ʂʰ ɑ ŋ f ä n
家幽靈蛛	t ɕ j ä j o ʊ̯ l i ŋ ʈ ʂ u
家底	t ɕ j ä t i ə̯ ɻ
家庭	t ɕ j ä tʰ i ŋ
家庭主婦	t ɕ j ä tʰ i ŋ ʈ ʂ u f u
家庭主義	t ɕ j ä tʰ i ŋ ʈ ʂ u i
家庭事務	t ɕ j ä tʰ i ŋ ʂ ʐ̩ u
家庭作業	t ɕ j ä tʰ i ŋ t s w ɔ j ɛ
家庭制度	t ɕ j ä tʰ i ŋ ʈ ʂ ʐ̩ t u
家庭劇院	t ɕ j ä tʰ i ŋ i ŋ ɥ ɛ n
家庭團圓	t ɕ j ä tʰ i ŋ tʰ w ä n ɥ ɛ n
家庭婦女	t ɕ j ä tʰ i ŋ f u n y
家庭寄養	t ɕ j ä tʰ i ŋ t ɕ i j ɑ ŋ
家庭影院	t ɕ j ä tʰ i ŋ i ŋ ɥ ɛ n
家庭成員	t ɕ j ä tʰ i ŋ ʈ ʂʰ ɤ ŋ ɥ ɛ n
家庭托兒所	t ɕ j ä tʰ i ŋ tʰ w ɔˀ ɤ ɻ s w ɔ
家庭教師	t ɕ j ä tʰ i ŋ t ɕ j ɑ ʊ̯ ʂ ʐ̩
家庭教育	t ɕ j ä tʰ i ŋ t ɕ j ɑ ʊ̯ y
家庭暴力	t ɕ j ä tʰ i ŋ p ɑ ʊ̯ l i
家庭服務員	t ɕ j ä tʰ i ŋ f u u ɥ ɛ n
家庭法	t ɕ j ä tʰ i ŋ f ä
家庭病床	t ɕ j ä tʰ i ŋ p i ŋ ʈ ʂʰ w ɑ ŋ
家庭福利	t ɕ j ä tʰ i ŋ f u l i
家庭管理	t ɕ j ä tʰ i ŋ k w ä n l i
家庭經濟	t ɕ j ä tʰ i ŋ t ɕ i ŋ t ɕ i
家庭農場	t ɕ j ä tʰ i ŋ n ʊ ŋ ʈ ʂʰ ɑ ŋ
家庭醫學	t ɕ j ä tʰ i ŋ i ɕ ɥ ɛ
家庭醫師	t ɕ j ä tʰ i ŋ i ʂ ʐ̩
家庭醫生	t ɕ j ä tʰ i ŋ i ʂ ɤ ŋ
家廟	t ɕ j ä m j ɑ ʊ̯
家徒四壁	t ɕ j ä tʰ u s z̩ p i
家慈	t ɕ j ä t sʰ z̩
家戶	t ɕ j ä x u
家政	t ɕ j ä ʈ ʂ ɤ ŋ
家教	t ɕ j ä t ɕ j ɑ ʊ̯
家族	t ɕ j ä t s u
家族史	t ɕ j ä t s u ʂ ʐ̩
家暴	t ɕ j ä p ɑ ʊ̯
家暴黨	t ɕ j ä p ɑ ʊ̯ t ɑ ŋ
家書	t ɕ j ä ʂ u
家書抵萬金	t ɕ j ä ʂ u t i w ä n t ɕ i n
家業	t ɕ j ä j ɛ
家樂福	t ɕ j ä l ɤ f u
家母	t ɕ j ä m u
家法	t ɕ j ä f ä
家燕	t ɕ j ä j ɛ n
家父	t ɕ j ä f u
家牛	t ɕ j ä n j o ʊ̯
家生	t ɕ j ä ʂ ɤ ŋ
家產	t ɕ j ä ʈ ʂʰ ä n
家用	t ɕ j ä j ʊ ŋ
家用電器	t ɕ j ä j ʊ ŋ t j ɛ n t ɕʰ i
家用電腦	t ɕ j ä j ʊ ŋ t j ɛ n n ɑ ʊ̯
家畜	t ɕ j ä ʈ ʂʰ u
家當	t ɕ j ä t ɑ̃ ɻ
家當兒	t ɕ j ä d̥ ɤ̃ ɻ
家眷	t ɕ j ä t ɕ ɥ ɛ n
家督	t ɕ j ä t u
家破人亡	t ɕ j ä pʰ w ɔ ʐ ə n w ɑ ŋ
家祠	t ɕ j ä t sʰ z̩
家禽	t ɕ j ä t ɕʰ i n
家私	t ɕ j ä s z̩
家系	t ɕ j ä ɕ i
家紡	t ɕ j ä f ɑ ŋ
家老	t ɕ j ä l ɑ ʊ̯
家聲	t ɕ j ä ʂ ɤ ŋ
家臣	t ɕ j ä ʈ ʂʰ ə n
家菊	t ɕ j ä t ɕ y
家藏	t ɕ j ä t sʰ ɑ ŋ
家蠅	t ɕ j ä i ŋ
家蠶	t ɕ j ä t sʰ ä n
家裡	t ɕ j ä l i
家裡人	t ɕ j ä l i ʐ ə n
家裡有礦	t ɕ j ä l i j o ʊ̯ kʰ w ɑ ŋ
家裡的	t ɕ j ä l i d̥ ə
家裡蹲大學	t ɕ j ä l i t w ə n t ä ɕ ɥ ɛ
家規	t ɕ j ä k w e ɪ̯
家訓	t ɕ j ä ɕ y n
家訪	t ɕ j ä f ɑ ŋ
家課	t ɕ j ä kʰ ɤ
家譜	t ɕ j ä pʰ u
家豬	t ɕ j ä ʈ ʂ u
家貓	t ɕ j ä m ɑ ʊ̯
家財	t ɕ j ä t sʰ a ɪ̯
家財萬貫	t ɕ j ä t sʰ a ɪ̯ w ä n k w ä n
家貧	t ɕ j ä pʰ i n
家貲	t ɕ j ä t s z̩
家資	t ɕ j ä t s z̩
家賊	t ɕ j ä t s e ɪ̯
家道	t ɕ j ä t ɑ ʊ̯
家道中落	t ɕ j ä t ɑ ʊ̯ ʈ ʂ ʊ ŋ l w ɔ
家鄉	t ɕ j ä ɕ j ɑ ŋ
家鄉菜	t ɕ j ä ɕ j ɑ ŋ t sʰ a ɪ̯
家鄉話	t ɕ j ä ɕ j ɑ ŋ x w ä
家醜	t ɕ j ä ʈ ʂʰ o ʊ̯
家醜不可外揚	t ɕ j ä ʈ ʂʰ o ʊ̯ p u kʰ ɤ w a ɪ̯ j ɑ ŋ
家醫	t ɕ j ä i
家醫科	t ɕ j ä i kʰ ɤ
家長	t ɕ j ä ʈ ʂ ɑ ŋ
家長會	t ɕ j ä ʈ ʂ ɑ ŋ x w e ɪ̯
家長黨	t ɕ j ä ʈ ʂ ɑ ŋ t ɑ ŋ
家門	t ɕ j ä m ə n
家雀兒	t ɕ j ä t ɕʰ j a ʊ̯ ɻʷ
家電	t ɕ j ä t j ɛ n
家項兒	t ɕ j ä ɕ j ɑ̃ ɻ
家風	t ɕ j ä f ɤ ŋ
家養	t ɕ j ä j ɑ ŋ
家鴨	t ɕ j ä j ä
家鼠	t ɕ j ä ʂ u ɻʷ
宸	ʈ ʂʰ ə n
容	ʐ ʊ ŋ
容不下	ʐ ʊ ŋ p u ɕ j ä
容光	ʐ ʊ ŋ k w ɑ ŋ
容光煥發	ʐ ʊ ŋ k w ɑ ŋ x w ä n f ä
容受	ʐ ʊ ŋ ʂ o ʊ̯
容器	ʐ ʊ ŋ t ɕʰ i
容器笛	ʐ ʊ ŋ t ɕʰ i t i
容城	ʐ ʊ ŋ ʈ ʂʰ ɤ ŋ
容姿	ʐ ʊ ŋ t s z̩
容忍	ʐ ʊ ŋ ʐ ə n
容恕	ʐ ʊ ŋ ʂ u
容態	ʐ ʊ ŋ tʰ a ɪ̯
容斥	ʐ ʊ ŋ ʈ ʂʰ ʐ̩
容易	ʐ ʊ ŋ i
容積	ʐ ʊ ŋ t ɕ i
容納	ʐ ʊ ŋ n ä
容縣	ʐ ʊ ŋ ɕ j ɛ n
容美	ʐ ʊ ŋ m e ɪ̯
容臭	ʐ ʊ ŋ ɕ j o ʊ̯
容裔	ʐ ʊ ŋ i
容許	ʐ ʊ ŋ ɕ y
容貌	ʐ ʊ ŋ m ɑ ʊ̯
容身	ʐ ʊ ŋ ʂ ə n
容量	ʐ ʊ ŋ l j ɑ ŋ
容量分析	ʐ ʊ ŋ l j ɑ ŋ f ə n ɕ i
容長	ʐ ʊ ŋ ʈ ʂʰ ɑ ŋ
容顏	ʐ ʊ ŋ j ɛ n
宿	ɕ j o ʊ̯
宿主	s u ʈ ʂ u
宿便	s u p j ɛ n
宿務	s u u
宿命	s u m i ŋ
宿命論	s u m i ŋ l w ə n
宿宿	s u s u
宿將	s u t ɕ j ɑ ŋ
宿州	s u ʈ ʂ o ʊ̯
宿怨	s u ɥ ɛ n
宿敵	s u t i
宿毛	s u m ɑ ʊ̯
宿營	s u i ŋ
宿營地	s u i ŋ t i
宿生	s u ʂ ɤ ŋ
宿疾	s u t ɕ i
宿緣	s u ɥ ɛ n
宿舍	s u ʂ ɤ
宿舍樓	s u ʂ ɤ l o ʊ̯
宿遷	s u t ɕʰ j ɛ n
宿醉	s u t s w e ɪ̯
宿霧	s u u
宿霧語	s u u y
宿題	s u tʰ i
宿願	s u ɥ ɛ n
寀	t sʰ a ɪ̯
寁	t s ä n
寂	t ɕ i
寂寞	t ɕ i m w ɔ
寂寥	t ɕ i l j ɑ ʊ̯
寂然	t ɕ i ʐ ä n
寂靜	t ɕ i t ɕ i ŋ
寄	t ɕ i
寄主	t ɕ i ʈ ʂ u
寄乳	t ɕ i ʐ u
寄予	t ɕ i y
寄人籬下	t ɕ i ʐ ə n l i ɕ j ä
寄付	t ɕ i f u
寄信	t ɕ i ɕ i n
寄存	t ɕ i t sʰ w ə n
寄存器	t ɕ i t sʰ w ə n t ɕʰ i
寄存處	t ɕ i t sʰ w ə n ʈ ʂʰ u
寄宿	t ɕ i s u
寄宿學校	t ɕ i s u ɕ ɥ ɛ ɕ j ɑ ʊ̯
寄宿生	t ɕ i s u ʂ ɤ ŋ
寄宿舍	t ɕ i s u ʂ ɤ
寄寓	t ɕ i y
寄居	t ɕ i t ɕ y
寄居蟹	t ɕ i t ɕ y ɕ j ɛ
寄意	t ɕ i i
寄放	t ɕ i f ɑ ŋ
寄書	t ɕ i ʂ u
寄望	t ɕ i w ɑ ŋ
寄生	t ɕ i ʂ ɤ ŋ
寄生物	t ɕ i ʂ ɤ ŋ u
寄生蟲	t ɕ i ʂ ɤ ŋ ʈ ʂʰ ʊ̃ ɻ
寄生蟲學	t ɕ i ʂ ɤ ŋ ʈ ʂʰ ʊ̃ ɻ ɕ ɥ ɛ
寄生蟹	t ɕ i ʂ ɤ ŋ ɕ j ɛ
寄託	t ɕ i tʰ w ɔ
寄銷	t ɕ i ɕ j ɑ ʊ̯
寄銷人	t ɕ i ɕ j ɑ ʊ̯ ʐ ə n
寄食	t ɕ i ʂ ʐ̩
寄養	t ɕ i j ɑ ŋ
寄養家庭	t ɕ i j ɑ ŋ t ɕ j ä tʰ i ŋ
寅	i n
寅時	i n ʂ ʐ̩
寅月	i n ɥ ɛ
寅畏	i n w e ɪ̯
密	m i
密不可分	m i p u kʰ ɤ f ə n
密令	m i l i ŋ
密件	m i t ɕ j ɛ n
密使	m i ʂ ʐ̩
密信	m i ɕ i n
密克羅尼西亞	m i kʰ ɤ l w ɔ n i ɕ i j ä
密切	m i t ɕʰ j ɛ
密切接觸者	m i t ɕʰ j ɛ t ɕ j ɛ ʈ ʂʰ u ʈ ʂ ɤ
密友	m i j o ʊ̯
密司	m i s z̩
密合	m i x ɤ
密告	m i k ɑ ʊ̯
密執安	m i ʈ ʂ ʐ̩ˀ ä n
密報	m i p ɑ ʊ̯
密奏	m i t s o ʊ̯
密宗	m i t s ʊ ŋ
密室	m i ʂ ʐ̩
密密	m i m i
密密麻麻	m i m i m ä m ä
密實	m i ʂ ʐ̩
密封	m i f ɤ ŋ
密封袋	m i f ɤ ŋ t a ɪ̯
密山	m i ʂ ä n
密市	m i ʂ ʐ̩
密布	m i p u
密度	m i t u
密探	m i tʰ ä n
密接	m i t ɕ j ɛ
密接者	m i t ɕ j ɛ ʈ ʂ ɤ
密支那	m i ʈ ʂ ʐ̩ n ä
密書	m i ʂ u
密會	m i x w e ɪ̯
密林	m i l i n
密植	m i ʈ ʂ ʐ̩
密歇根	m i ɕ j ɛ k ə n
密歇根湖	m i ɕ j ɛ k ə n x u
密涅瓦	m i n j ɛ w ä
密營	m i i ŋ
密爾	m iˀ ɤ ɻ
密爾沃基	m iˀ ɤ ɻ w ɔ t ɕ i
密爾瓦基	m iˀ ɤ ɻ w ä t ɕ i
密率	m i l y
密碼	m i m ä
密碼子	m i m ä t s z̩
密碼學	m i m ɑ ɻ ɕ ɥ ɛ
密碼貨幣	m i m ä x w ɔ p i
密碼鎖	m i m ä s w ɔ
密耳	m iˀ ɤ ɻ
密芝根	m i ʈ ʂ ʐ̩ k ə n
密蘇里	m i s u l i
密螺旋體	m i l w ɔ ɕ ɥ ɛ n tʰ i
密西根	m i ɕ i k ə n
密西沙加	m i ɕ i ʂ ä t ɕ j ä
密西西比	m i ɕ i ɕ i p i
密西西比河	m i ɕ i ɕ i p i x ɤ
密詔	m i ʈ ʂ ɑ ʊ̯
密語	m i y
密談	m i tʰ ä n
密諭	m i y
密謀	m i m o ʊ̯
密議	m i i
密送	m i s ʊ ŋ
密通	m i tʰ ʊ ŋ
密鑰	m i ɥ ɛ
密鑼緊鼓	m i l w ɔ t ɕ i n k u
密閉	m i p i
密陀僧	m i tʰ w ɔ s ɤ ŋ
密集	m i t ɕ i
密集型	m i t ɕ i ɕ i ŋ
密集恐懼症	m i t ɕ i kʰ ʊ ŋ t ɕ y ʈ ʂ ɤ ŋ
密雲	m i y n
寇	kʰ o ʊ̯
寇亂	kʰ o ʊ̯ l w ä n
寇仇	kʰ o ʊ̯ ʈ ʂʰ o ʊ̯
寇城	kʰ o ʊ̯ ʈ ʂʰ ɤ ŋ
寇巴俄狐	kʰ o ʊ̯ p äˀ ɤ x u
寉	x ɤ
富	f u
富不過三代	f u p u k w ɔ s ä n t a ɪ̯
富二代	f uˀ ɤ ɻ t a ɪ̯
富人	f u ʐ ə n
富勒烯	f u l ɤ ɕ i
富可敵國	f u kʰ ɤ t i k w ɔ
富吉拉	f u t ɕ i l ä
富含	f u x ä n
富商	f u ʂ ɑ ŋ
富商大賈	f u ʂ ɑ ŋ t ä k u
富商巨賈	f u ʂ ɑ ŋ t ɕ y k u
富國	f u k w ɔ
富國島	f u k w ɔ t ɑ ʊ̯
富國強兵	f u k w ɔ t ɕʰ j ɑ ŋ p i ŋ
富城坪	f u ʈ ʂʰ ɤ ŋ pʰ i ŋ
富基	f u t ɕ i
富士	f u ʂ ʐ̩
富士吉田	f u ʂ ʐ̩ t ɕ i tʰ j ɛ n
富士宮	f u ʂ ʐ̩ k ʊ ŋ
富士山	f u ʂ ʐ̩ ʂ ä n
富士見	f u ʂ ʐ̩ t ɕ j ɛ n
富士見野	f u ʂ ʐ̩ t ɕ j ɛ n j ɛ
富壽	f u ʂ o ʊ̯
富婆	f u pʰ w ɔ ɻ
富安	f uˀ ä n
富家	f u t ɕ j ä
富實	f u ʂ ʐ̩
富寧	f u n i ŋ
富山	f u ʂ ä n
富岡	f u k ɑ ŋ
富川	f u ʈ ʂʰ w ä n
富川瑤族自治縣	f u ʈ ʂʰ w ä n j ɑ ʊ̯ t s u t s z̩ ʈ ʂ ʐ̩ ɕ j ɛ n
富庶	f u ʂ u
富強	f u t ɕʰ j ɑ ŋ
富得流油	f u d̥ ə l j o ʊ̯ j o ʊ̯
富態	f u tʰ a ɪ̯
富戶	f u x u
富拉	f u l ä
富文字	f u w ə n t s z̩
富於	f u y
富昌	f u ʈ ʂʰ ɑ ŋ
富春	f u ʈ ʂʰ w ə n
富有	f u j o ʊ̯
富池	f u ʈ ʂʰ ʐ̩
富泰	f u tʰ a ɪ̯
富津	f u t ɕ i n
富浪	f u l ɑ ŋ
富源	f u ɥ ɛ n
富營養化	f u i ŋ j ɑ ŋ x w ä
富田林	f u tʰ j ɛ n l i n
富甲一方	f u t ɕ j ä i f ɑ ŋ
富甲天下	f u t ɕ j ä tʰ j ɛ n ɕ j ä
富盛	f u ʂ ɤ ŋ
富納富提	f u n ä f u tʰ i
富翁	f u w ə ŋ
富者	f u ʈ ʂ ɤ
富良野	f u l j ɑ ŋ j ɛ
富蘊	f u y n
富蘭克林	f u l ä n kʰ ɤ l i n
富裕	f u y
富裕中農	f u y ʈ ʂ ʊ ŋ n ʊ ŋ
富豪	f u x ɑ ʊ̯
富貴	f u k w e ɪ̯
富貴病	f u k w e ɪ̯ p i ŋ
富足	f u t s u
富農	f u n ʊ ŋ
富里	f u l i
富錦	f u t ɕ i n
富陽	f u j ɑ ŋ
富餘	f u y
富饒	f u ʐ ɑ ʊ̯
富馬酸	f u m ä s w ä n
富魯格號	f u l u k ɤ x ɑ ʊ̯
富麗	f u l i
寎	p i ŋ
寏	x w ä n
寐	m e ɪ̯
寒	x æ̃
寒亭	x ä n tʰ i ŋ
寒假	x ä n t ɕ j ä
寒傖	x ä n ʈ ʂʰ ɤ ŋ
寒冬	x ä n t ʊ ŋ
寒冬臘月	x ä n t ʊ ŋ l ä ɥ ɛ
寒冷	x ä n l ɤ ŋ
寒噤	x ä n t ɕ i n
寒士	x ä n ʂ ʐ̩
寒天	x ä n tʰ j ɛ n
寒帶	x ä n t a ɪ̯
寒微	x ä n w e ɪ̯
寒心	x ä n ɕ i n
寒意	x ä n i
寒戰	x ä n ʈ ʂ ä n
寒日	x ä n ʐ̩
寒暄	x ä n ɕ ɥ ɛ n
寒暑	x ä n ʂ u
寒暑錶	x ä n ʂ u p j ɑ ʊ̯
寒暖	x ä n n w ä n
寒林	x ä n l i n
寒梅	x ä n m e ɪ̯
寒極	x ä n t ɕ i
寒武	x ä n u
寒武紀	x ä n u t ɕ i
寒毛	x ä n m ɑ ʊ̯
寒氣	x ä n t ɕʰ i
寒水	x ä n ʂ w e ɪ̯
寒水石	x ä n ʂ w e ɪ̯ ʂ ʐ̩
寒河江	x ä n x ɤ t ɕ j ɑ ŋ
寒流	x ä n l j o ʊ̯
寒潮	x ä n ʈ ʂʰ ɑ ʊ̯
寒磣	x ä n ʈ ʂʰ ə n
寒窗	x ä n ʈ ʂʰ w ɑ ŋ
寒腿	x ä n tʰ w e ɪ̯
寒舍	x ä n ʂ ɤ
寒色	x ä n s ɤ
寒號蟲	x ä n x ɑ ʊ̯ ʈ ʂʰ ʊ ŋ
寒號鳥	x ä n x ɑ ʊ̯ n j ɑ ʊ̯
寒蟬	x ä n ʈ ʂʰ ä n
寒蟬效應	x ä n ʈ ʂʰ ä n ɕ j ɑ ʊ̯ i ŋ
寒蟾	x ä n ʈ ʂʰ ä n
寒酸	x ä n s w ä n
寒門	x ä n m ə n
寒露	x ä n l u
寒風	x ä n f ɤ ŋ
寒食	x ä n ʂ ʐ̩
寒食散	x ä n ʂ ʐ̩ s ä n
寒食節	x ä n ʂ ʐ̩ t ɕ j ɛ
寒魄	x ä n pʰ w ɔ
寒鴉	x ä n j ä
寓	y
寓意	y i
寓意深遠	y i ʂ ə n ɥ ɛ n
寓所	y s w ɔ
寓於	y y
寓言	y j ɛ n
寔	ʂ ʐ̩
寖	t ɕ i n
寞	m w ɔ
察	ʈ ʂʰ ä
察合台	ʈ ʂʰ ä x ɤ tʰ a ɪ̯
察合台語	ʈ ʂʰ ä x ɤ tʰ a ɪ̯ y
察哈爾	ʈ ʂʰ ä x äˀ ɤ ɻ
察布	ʈ ʂʰ ä p u
察布查爾	ʈ ʂʰ ä p u ʈ ʂʰ äˀ ɤ ɻ
察木多	ʈ ʂʰ ä m u t w ɔ
察爾汗	ʈ ʂʰ äˀ ɤ ɻ x ä n
察看	ʈ ʂʰ ä kʰ ä n
察知	ʈ ʂʰ ä ʈ ʂ ʐ̩
察覺	ʈ ʂʰ ä t ɕ ɥ ɛ
察言觀色	ʈ ʂʰ ä j ɛ n k w ä n s ɤ
察訪	ʈ ʂʰ ä f ɑ ŋ
察隅	ʈ ʂʰ ä y
察顏觀色	ʈ ʂʰ ä j ɛ n k w ä n s ɤ
寡	k w ä
寡不敵眾	k w ä p u t i ʈ ʂ ʊ ŋ
寡人	k w ä ʐ ə n
寡佔	k w ä ʈ ʂ ä n
寡信	k w ä ɕ i n
寡助	k w ä ʈ ʂ u
寡君	k w ä t ɕ y n
寡夫	k w ä f u
寡妻	k w ä t ɕʰ i
寡婦	k w ä f u
寡嫠	k w ä l i
寡廉鮮恥	k w ä l j ɛ n ɕ j ɛ n ʈ ʂʰ ʐ̩
寡恩	k w äˀ ə n
寡欲	k w ä y
寡歡	k w ä x w ä n
寡民	k w ä m i n
寡淡	k w ä t ä n
寡糖	k w ä tʰ ɑ ŋ
寡聚	k w ä t ɕ y
寡聚物	k w ä t ɕ y u
寡肽	k w ä tʰ a ɪ̯
寡言	k w ä j ɛ n
寡頭	k w ä tʰ o ʊ̯
寡頭壟斷	k w ä tʰ o ʊ̯ l ʊ ŋ t w ä n
寡頭政治	k w ä tʰ o ʊ̯ ʈ ʂ ɤ ŋ ʈ ʂ ʐ̩
寢	t ɕʰ i n
寢具	t ɕʰ i n t ɕ y
寢室	t ɕʰ i n ʂ ʐ̩
寢屋川	t ɕʰ i n u ʈ ʂʰ w ä n
寢息	t ɕʰ i n ɕ i
寢臥	t ɕʰ i n w ɔ
寢食	t ɕʰ i n ʂ ʐ̩
寢食不安	t ɕʰ i n ʂ ʐ̩ p uˀ ä n
寢食難安	t ɕʰ i n ʂ ʐ̩ n ä nˀ ä n
寤	u
寤寐	u m e ɪ̯
寥	l j ɑ ʊ̯
寥寥	l j ɑ ʊ̯ l j ɑ ʊ̯
寥寥可數	l j ɑ ʊ̯ l j ɑ ʊ̯ kʰ ɤ ʂ u
寥寥數語	l j ɑ ʊ̯ l j ɑ ʊ̯ ʂ u y
寥寥無幾	l j ɑ ʊ̯ l j ɑ ʊ̯ u t ɕ i
